	1_NA_NA_NA_NA_NA_NA_3	2_NA_NA_NA_NA_NA_NA_3	3_NA_NA_NA_NA_NA_NA_2	4_NA_NA_NA_NA_NA_NA_3	5_NA_NA_NA_NA_NA_NA_3	6_NA_NA_NA_NA_NA_NA_3	7_NA_NA_NA_NA_NA_NA_2	8_NA_NA_NA_NA_NA_NA_3	9_NA_NA_NA_NA_NA_NA_3	9_P1_0.33_NA_NA_NA_NA_3	10_NA_NA_NA_NA_NA_NA_2	10_P2_NA_NA_NA_NA_NA_3	10_P3_NA_NA_NA_NA_NA_2	10_P4_NA_NA_NA_NA_NA_2	11_NA_NA_NA_NA_NA_NA_3	11_P1_1.00_NA_NA_NA_NA_3	12_NA_NA_NA_NA_NA_NA_3	12_P5_NA_NA_NA_NA_NA_3	13_NA_NA_NA_NA_NA_NA_3	13_P6_NA_NA_NA_NA_NA_3	14_NA_NA_NA_NA_NA_NA_3	14_P6_NA_NA_NA_NA_NA_3	15_P7_NA_NA_NA_NA_NA_2	15_P8_NA_NA_NA_NA_NA_3	15_NA_NA_NA_NA_NA_NA_3	16_NA_NA_NA_NA_NA_NA_1	16_P9_1.00_NA_NA_NA_NA_1	17_NA_NA_NA_NA_NA_NA_3	17_P5_NA_NA_NA_NA_NA_2	18_NA_NA_NA_NA_NA_NA_3	18_P10_NA_NA_NA_NA_NA_3	19_NA_NA_NA_NA_NA_NA_3	19_P11_1.00_NA_NA_NA_NA_3	20_NA_NA_NA_NA_NA_NA_3	20_P12_1.00_NA_NA_NA_NA_3	21_NA_NA_NA_NA_NA_0.00_5	21_P6_NA_NA_NA_NA_0.33_5	21_P6_NA_NA_NA_NA_2.00_5	22_P13_NA_NA_NA_NA_0.00_5	22_P13_NA_NA_NA_NA_0.67_5	22_P13_NA_NA_NA_NA_2.00_5	23_NA_NA_NA_NA_NA_NA_3	23_NA_NA_NA_G1551_NA_NA_3	23_NA_NA_NA_G1997_NA_NA_3	23_NA_NA_NA_G1551,G1997_NA_NA_3	24_NA_NA_NA_NA_NA_NA_3	24_NA_NA_NA_NA_G529_NA_3	24_NA_NA_NA_NA_G2748_NA_3	24_NA_NA_NA_NA_G1167_NA_3	25_NA_NA_NA_NA_NA_NA_3	25_NA_NA_NA_G1551_NA_NA_3	25_NA_NA_NA_G1997_NA_NA_3	25_NA_NA_NA_G1551,G1997_NA_NA_3
G2062	7.3504000	9.5189000	7.0513000	7.9653667	8.5216000	8.5468000	7.1839500	8.3362333	8.6931000	9.2138667	7.9107000	8.0167667	7.4860000	7.6564000	10.1440000	10.9743333	6.4099667	6.5780000	7.1238667	5.1312333	8.9893333	8.4912000	7.0227500	8.2152667	9.7437000	8.0797000	8.8765000	9.1108667	8.5749000	7.9194000	8.0953667	8.4212333	9.0616000	8.2309000	8.2309000	8.2728400	8.4813800	8.6604600	8.3105400	9.0923200	9.5693600	10.5716667	10.6986667	10.5513333	10.5753333	8.0076333	7.9276333	7.9018667	8.0782000	7.9017667	8.3038333	7.9978000	8.2861333
G2063	3.0767667	2.9351333	3.6689500	4.1688333	4.5084667	4.5093000	3.8289000	4.6805000	3.9692333	3.0391000	3.0970500	3.1121667	2.8025000	3.3921000	3.9849667	4.2072333	3.8552667	3.7864667	4.2752667	3.7881333	2.9867667	3.9543667	3.4538500	3.4815000	3.5350000	3.3042000	3.1674000	3.6942000	3.6612000	3.4391667	3.3812000	3.3281000	3.2709000	2.9991333	2.5761000	3.5958600	3.5692000	3.8832200	3.5148600	3.3665600	3.5642400	5.2101333	4.9615333	4.7475333	4.6381333	4.0331000	4.0240333	4.2366333	4.0020667	3.4376333	3.5524333	3.7434000	3.5470000
G2064	8.7252000	5.4490667	6.9420500	4.1529000	5.8621333	5.4027000	5.1202500	4.8144000	4.6116333	8.4655667	4.7670500	5.5713000	9.8992000	5.0892500	7.7116000	6.3480667	5.0449333	8.0586000	6.0816000	5.0329000	5.9947667	4.6431667	4.2484000	4.8512333	5.3070667	10.2110000	10.6560000	5.3173000	5.5014500	6.0664333	5.3568000	6.5372000	5.3162000	4.2485333	4.5642333	5.4468400	6.2157000	5.5573200	5.9681000	6.5500600	5.0996400	5.2298000	3.8296000	4.7384333	5.4144333	5.7040000	5.7617000	8.2151000	5.6323333	5.5661333	4.8161333	6.3047000	6.1201000
G2065	6.9343000	7.4815667	7.6698500	7.5288333	10.0893667	9.6473333	7.8949500	9.3268000	8.3181000	10.3780000	7.4469500	7.3937667	7.5454500	6.9242000	8.6356000	10.5480000	8.9733000	8.6850000	5.9164000	4.0735667	5.6928000	3.5951333	8.1326000	9.1912667	11.0456667	8.9476000	10.0350000	7.1478333	6.7870500	9.0076333	9.4683000	9.6699667	9.6151333	9.3406667	8.1387667	8.4574000	8.2711200	7.9262800	8.5940600	9.2759600	9.2449600	6.9840667	7.0967333	7.0224667	7.0012667	7.4590000	7.5239667	7.6104667	8.4351667	8.4485333	8.6140000	8.6636667	8.6117333
G2066	11.0421333	8.4905000	10.3011000	9.9509333	11.0017000	10.0615333	9.8321500	11.3598000	9.9856000	8.9623667	9.2230500	10.9207667	9.8679500	9.1061000	10.4965667	7.2945000	10.5091333	11.0336333	9.9729000	10.1875333	11.2478333	9.6938000	10.0127000	9.5750000	9.4991333	9.8252000	10.7670000	10.0946000	8.0048500	11.8073333	10.8208667	10.5480667	8.7224333	9.4341000	10.9039000	9.8791200	9.5688800	9.9524400	8.7049200	10.3850400	9.6637200	9.1162667	9.7979667	8.6304667	8.5903333	10.4934000	9.2402000	10.5889000	9.2281000	7.8525667	8.5832333	9.7971000	10.9357000
G2067	10.1104667	9.3485667	9.8633500	10.4556667	10.0496667	10.2785000	9.9931000	10.2069000	11.2113333	10.1335667	10.6420000	10.3523333	10.5010000	10.1486000	11.0483333	10.4410000	9.9333667	10.2736667	5.9829333	5.2681000	9.1124000	8.9248333	10.8465000	10.2753333	9.9798667	10.1220000	8.7634000	11.3000000	11.8295000	10.3876667	10.2500000	10.2210000	9.8524000	10.2103333	9.0758667	11.0322000	10.8262000	10.8350000	11.3250000	10.2622000	11.1382000	9.7148000	9.8317333	9.8831667	9.9513333	10.5500000	10.4280000	10.4613333	10.3386667	10.9726667	10.8146667	10.8830000	10.7543333
G2068	9.6516000	10.4260000	9.7310000	10.9720000	10.9576667	10.8686667	9.7021500	11.0830000	10.9296667	10.4536667	11.6155000	11.1986667	11.3010000	11.0400000	11.3540000	10.9083333	9.8004333	10.0973333	4.8052000	6.4138667	9.8270000	8.0197000	11.9725000	11.6630000	11.6250000	11.9780000	10.7050000	11.6756667	11.3480000	12.1016667	11.7973333	12.0560000	12.1570000	12.1570000	10.8593333	11.4066000	11.2422000	10.7578000	11.4924000	10.8240000	11.0886000	7.9058333	7.5730000	8.0395000	8.0702667	11.0723333	10.9496667	11.0133333	10.9163333	10.6650000	10.5913333	10.7336667	10.7633333
G2069	8.5647000	8.1378000	8.7934000	8.7304333	9.1691333	9.3103000	8.9781000	9.0258000	8.6421000	9.8351333	8.5246000	8.1918333	8.2721500	8.1747000	9.0991333	10.5496667	8.6961000	8.6911333	5.9774667	3.0553667	9.4544667	10.1010000	9.1525000	9.7777667	10.3963333	9.6494000	9.8378000	8.8005000	8.6040000	9.6533667	9.8026000	9.9928000	9.6012333	9.6863333	8.1269000	8.9202400	9.1687400	9.5876200	8.5222600	9.1427400	9.6473600	9.4570000	9.4891000	9.3973667	9.3993000	8.7474667	8.7407000	8.7554333	8.8418000	8.3784000	8.5389333	8.3656667	8.2464667
G2070	8.7836333	8.3819667	9.1157500	7.9931000	8.5636333	8.3942667	8.5551500	8.5593667	6.7861333	7.4929667	8.0917500	7.6877333	8.3021000	7.6494500	7.3307667	7.9231333	11.3310000	11.1766667	5.8797667	5.9938667	7.7700000	8.6794333	8.6353000	9.2606000	9.3215000	8.4927000	9.8755000	7.5689000	8.2168000	8.6056000	8.6638333	8.5307000	8.7257333	8.7419667	9.0072667	7.6830000	7.5731000	7.8687200	7.6702600	8.2954800	8.2858600	7.3062667	7.3982000	7.5996000	7.5290333	7.9162333	8.1736667	8.1154333	8.3678333	6.9791000	6.8053667	6.8740333	6.7827667
G2071	9.3751000	9.2656000	7.9328500	7.1869000	7.7124667	8.0977000	8.6333000	7.4137000	8.6420333	8.6119000	7.5325000	7.1841000	7.4688000	7.2789500	8.2709333	9.5779000	8.2380000	8.3155333	5.4977333	4.2362667	8.8660000	7.4914000	8.5768500	9.6726667	9.1032000	8.3167000	10.1840000	9.1761333	8.8639000	8.4366667	8.6355333	8.3312333	8.8351667	8.1357000	11.3656667	7.4541800	7.4393000	7.4769400	7.4406000	7.8905600	8.1958000	10.8113333	10.7006667	10.8883333	10.8243333	7.2372667	7.1955333	7.0767000	7.3279333	8.8654667	8.5241333	8.6956667	8.7075333
G2072	3.4962667	4.3035333	3.6388000	3.7423667	3.5226000	3.5585333	3.3845000	3.6819000	3.7209667	4.1006000	6.5104000	6.1086333	6.0367500	5.9739000	4.7249667	5.0482667	6.3553667	6.6027333	4.5407667	4.8426667	7.8278333	8.2289333	3.6267500	3.9277333	3.9039000	3.7250000	3.8772000	6.7173333	7.0857000	3.8586000	3.6104000	3.7570000	3.7788000	3.8581667	2.7169000	8.8422600	8.9873400	9.2902400	8.9704200	8.4166800	8.8666800	2.7884000	2.9431667	2.9074667	3.1332333	3.7595000	3.7127000	3.7025333	3.6983000	3.5674000	3.5106333	3.6425000	3.4222333
G2073	6.0292667	7.1833667	8.3932500	7.5957333	8.9561667	8.8485000	8.4773000	8.6583667	9.3876000	9.5842000	9.5240000	9.0365667	9.4158500	9.1421000	10.0763333	9.6567667	7.3342667	7.6688333	4.1719667	5.0509000	8.5069000	6.7817333	7.8144500	6.8158000	6.8158000	7.3922000	6.6354000	9.5441667	9.1309500	7.8787333	7.4586333	7.7230667	7.2555000	6.9660667	8.3056000	10.0693000	9.9618000	9.0528800	9.9906800	9.2210000	9.4840000	6.1399000	6.2164000	6.1457667	5.8818000	7.6187667	7.7278000	7.7273667	7.9700333	8.6512667	8.9636000	8.7187333	8.8880000
G2074	5.0536000	4.6890000	5.0151500	5.4723333	6.7131000	6.7488667	5.4881500	6.2830000	6.8186333	7.0987333	5.5806500	7.2827333	6.2875500	6.4080000	7.1097333	7.0103667	7.4458000	6.8234667	3.4661000	5.2191667	7.5295333	4.9599000	6.0114000	5.3736667	6.8390333	5.6580000	5.9071000	7.5101667	7.8460500	6.0885667	6.6853000	6.3083000	6.4205333	5.4288000	11.4990000	7.3784400	7.0539800	7.6557800	7.0514800	7.2173000	7.0357000	7.1698667	7.2133333	7.1474667	7.4813333	5.5760667	5.5929000	5.6299000	6.0578333	6.4260667	5.9326333	6.4992667	6.0076667
G2075	9.5143667	9.0221000	9.5169000	8.1881667	10.1904000	9.8353000	9.7656500	9.7602000	9.6435333	8.9090333	10.6120000	10.2468667	10.4985000	10.2750000	10.1416667	10.2930000	10.2616667	10.2830000	5.2372333	3.9454333	8.8955667	7.6742000	9.9213000	10.6246667	10.3776667	9.7796000	11.1000000	10.2686667	9.9131500	9.8154000	9.9959000	9.6592667	9.5706333	9.4750000	9.2488667	9.4442000	9.5325800	9.4977200	9.2210200	9.9927200	9.4219000	10.0245333	10.0142000	10.0566667	10.0696667	8.2429000	8.2717667	8.2720667	8.9014000	9.0144000	9.0356667	9.2153333	8.9940667
G2076	9.6063000	9.4378000	9.5635000	10.4533333	9.3073000	9.1893333	10.0191500	9.6204667	10.0985000	8.5701333	10.8725000	10.2430000	10.7840000	9.8216000	8.9711667	8.8928667	8.6002667	9.1655333	6.4845000	3.3843000	9.7509667	8.2511667	10.0990000	9.6493667	9.6819333	9.3681000	8.3889000	11.8710000	11.3990000	9.7387333	9.9686000	9.6629667	9.0291333	9.0710000	7.8386000	9.5739800	9.6144000	9.6281600	9.8638200	9.3996400	10.5622000	7.5482333	7.7768333	7.7035333	7.7896333	10.4093333	10.3896667	10.5293333	10.0348000	9.2201667	9.5433333	9.0190000	9.3659667
G2077	9.0393000	6.8833333	7.9547000	6.5337333	6.6124000	6.6578333	8.0256000	6.6356000	6.5107333	5.9670667	5.4770500	6.4187000	5.8575000	5.8382500	6.2387000	6.3737333	6.5537667	6.7313667	6.2110000	6.0179667	6.2784333	6.3279333	5.9484000	6.5584667	7.0683000	7.1477000	10.2250000	5.9363000	6.0524000	6.6231000	6.7704000	6.7864667	7.0404333	7.1693000	5.4058667	5.9384000	5.9544200	5.9513000	5.8659600	8.4242600	7.6829800	10.7796667	10.6613333	10.7883333	10.7886667	6.5185000	6.7151667	6.6159667	6.6263333	6.9848667	6.9772000	6.7370333	7.0615000
G2078	8.6117333	6.8130667	9.6798500	9.5597667	9.3806667	9.6103000	9.9442500	9.4397000	10.2920000	10.5583333	8.8364000	9.2399667	8.9978000	8.8239500	10.8910000	10.8666667	8.1976000	8.3525667	4.8508333	4.4965333	9.1367000	8.0069000	10.2495000	9.9284333	9.5088000	9.5391000	8.2881000	8.8574333	8.7245000	9.9027667	9.7285667	9.6897000	9.6704667	9.6245000	9.3189000	9.8809200	9.8157000	9.9166800	9.9968000	9.0095400	10.0639400	6.9931667	7.1562333	6.9379667	7.5255667	9.6496667	9.6426333	9.6348333	9.5491333	10.3476667	10.4716667	10.3346667	10.2380000
G2079	2.5686667	2.7581000	2.2185500	2.2890333	2.0809000	2.0981333	2.1510000	2.1319667	2.3581000	2.8683000	2.2388500	2.3196667	2.2497000	2.8409500	3.1858333	2.8534333	1.9339667	1.7016333	5.0106667	3.3953333	2.6831000	3.4465333	2.1327500	2.3803333	2.3900000	2.1629000	2.4018000	2.0819667	1.9539500	2.2144667	2.3426333	2.2792667	2.1594667	2.3229667	1.8779667	1.9701000	2.0544600	1.9712000	2.0720800	2.0553600	2.1196000	2.2027333	2.0785000	2.0885667	2.0159000	2.2844667	2.2729333	2.2163000	2.2031667	2.3061000	2.1142333	2.2448000	2.0331667
G2080	3.1657667	3.7404667	7.7831000	7.7526000	8.0049333	8.0573333	7.6162500	8.0379333	8.1382333	6.5937000	7.6871000	7.8435667	7.8551000	6.9261500	7.1753667	7.5241667	7.7649333	7.9160333	5.9961667	7.8491000	3.7088667	5.5580333	3.5642000	3.6871333	3.4090333	3.3003000	3.5683000	7.4311333	7.6544000	3.5380667	3.5102000	3.4661333	3.4547667	3.5168000	2.5320000	7.3205400	7.3576800	7.5081000	7.8966200	8.1659600	7.5770800	8.0013000	7.8619000	7.8514000	7.8080000	7.7078667	7.7900000	7.9141000	7.9736667	8.1578000	8.1602333	8.0770333	8.4662333
G2081	6.9846667	6.4836667	7.7313000	6.5262333	8.1070000	7.8422667	7.7952500	7.7717333	8.4892333	7.5755667	6.4434000	7.3445000	7.0474000	6.4455500	6.8359333	7.3525000	7.7575333	7.9477000	3.7981333	5.1533333	5.2080000	5.1264667	6.5571500	6.2057667	7.1894667	6.8634000	6.3091000	7.0698000	6.7677500	6.9388667	6.8900333	7.1624333	6.7533333	6.9976000	5.8906667	7.7421400	7.9386600	8.2939600	7.4967600	8.2465600	7.8093200	6.6443667	6.5879000	6.4331333	6.4185333	6.5024667	6.4164000	6.4660333	6.9979667	7.5790667	7.8712667	7.7745000	7.5912333
G2082	5.8431667	4.2311000	6.9279500	8.0307333	6.9689000	7.6483000	6.8882000	7.2759667	8.2554333	6.9566667	9.8684000	9.6804333	10.0203000	8.9721500	8.4239667	6.5471667	5.8735667	5.6572333	6.0746000	4.7371333	7.9794333	7.8216667	8.1266500	6.0557000	5.8846333	6.9247000	5.8296000	7.7422000	7.8112500	7.1860667	6.7334333	6.7268333	6.1382667	6.3715667	8.3336333	8.1904000	7.8509400	7.6049200	7.8715400	6.9557200	6.5782200	5.2417000	5.2208333	5.0594333	5.0209333	8.0870333	7.6212000	7.8451000	7.4326667	7.2884000	7.4632667	7.1352333	7.4628000
G2083	6.3624000	5.6560000	7.7231000	7.1780333	7.2231667	7.1017667	8.1844500	7.0933333	7.7158333	7.1817667	7.0189500	7.2306000	7.2091500	6.9476500	7.5185667	7.8293333	7.7291000	7.6260000	6.7678667	5.8940667	6.4912667	5.7306000	7.1578000	7.1525000	6.9129000	6.7380000	8.1070000	6.9490000	7.1257500	7.2313000	7.4024000	7.1423000	7.1086333	6.9239000	5.9688333	7.4994000	7.2234400	7.0876000	7.5309000	7.0713000	6.8713800	8.0659333	7.9260333	8.0823333	8.0437667	7.5313667	7.2179333	7.4778333	7.2255667	7.0867667	6.9268000	7.6061333	7.3973333
G2084	8.4269000	6.9267667	7.8121000	8.8921000	9.6962000	9.9250000	8.1680500	9.5073000	6.8046000	7.1381333	7.4062000	6.8111000	7.7222500	7.5299000	7.1278333	6.9445000	11.5513333	11.8036667	5.5097000	5.8972000	7.8815000	8.0207667	7.7732500	8.5134333	8.5025000	7.6874000	8.0824000	8.1547333	8.2040000	8.1820000	8.2407000	8.4139000	8.3231667	8.0028333	7.6367000	9.1668800	10.0553400	11.0846000	8.4868800	8.4536400	7.7650800	7.0713000	7.0698000	7.3022000	7.1658667	8.7590333	8.8803333	8.7467667	9.3419667	7.4888333	8.3934000	7.2822000	7.6299000
G2085	3.7704667	3.8113333	4.6989500	4.0371667	5.0078667	4.6389000	4.5525500	5.1354333	5.5195333	4.7174000	9.0772000	9.0745667	9.4098000	9.0017500	4.5212667	3.9035333	6.1313000	6.5775667	5.0112000	4.5476333	3.2983333	4.1225000	3.7371500	3.6063667	3.3782000	3.4456000	3.3487000	8.8485000	9.0986500	3.5440000	3.4153000	3.4530000	3.4716000	3.5460667	3.4517333	4.4224400	4.4096800	4.2677800	4.4147600	3.7346600	4.0574200	4.5606667	4.5931000	4.5094667	4.4138667	3.9421667	4.0889333	3.9918000	4.4354000	5.1912000	5.4907667	4.8037667	5.5118333
G2086	8.9926000	6.4323333	8.8346000	6.8417333	7.2167000	7.3725333	9.6173500	6.9958000	8.0093333	7.5193667	7.5748500	7.4700333	7.3617000	7.3540000	7.4182667	7.3764333	9.0263000	8.9764333	5.2576667	4.2125667	7.8328333	8.1588333	8.3013500	8.9817333	8.3768667	7.8336000	9.3418000	7.0259333	7.6064500	8.3276667	8.2202333	8.2097000	7.8764667	7.5865333	9.9788000	7.4158200	7.4842200	7.4644400	7.5284000	7.7970600	7.6471200	9.5277333	9.5347333	9.4502667	9.4367000	6.7573000	6.8586000	6.9393333	7.0370000	8.4643000	8.1496333	8.4773667	8.5418333
G2087	6.6047333	9.0514333	8.2724000	7.7636667	7.5125333	7.7324333	7.7626000	7.4572000	7.9921000	6.2104333	5.6224000	5.9502333	6.5322000	5.8420000	7.3584667	6.5647333	6.8045333	7.0698000	3.9735333	3.2942000	3.6890000	6.1357000	5.7747500	5.9198000	5.6314667	5.5583000	5.6716000	7.6237333	6.9486000	5.6789667	5.5008333	5.6816000	5.4983000	5.5411333	4.4923000	7.6007600	7.9009800	8.7908000	7.1698600	6.9806200	7.3534600	7.7558667	7.9378000	7.8765333	7.9821000	7.7945000	7.7672000	7.9053000	7.8936000	6.2354667	6.2993000	6.2951000	5.9285333
G2088	8.9642333	12.3556667	7.8529000	8.1814000	6.0769667	6.1854667	9.3115500	6.6420667	5.4511000	6.0250000	5.1767000	5.0070000	4.8120000	4.6394000	6.5165333	6.5549333	6.7947000	7.2192333	4.1374333	4.5980667	7.7980000	6.5863333	7.6981000	6.9294333	6.6811667	8.0094000	6.9591000	5.8992000	5.8407500	8.0065333	8.2719000	7.9718000	7.4281000	7.7060333	8.2158000	5.4238800	5.5438400	6.0489400	5.4444600	5.7213600	5.9455000	7.0283000	6.9482000	6.7514667	6.8660333	7.9270000	8.1507000	8.1369000	7.3586000	6.9239000	7.6905000	6.1946000	7.1645667
G2089	6.4008333	5.7236667	8.7503000	6.4632333	7.3715333	7.2197667	9.0801500	7.3143000	7.2231333	7.2177667	8.2686500	7.8800000	8.0040500	7.6220500	7.8353667	7.9782000	7.8674667	7.7692000	4.0118667	4.5718000	8.2125000	5.8956667	8.0670500	8.1508667	7.9680000	7.8037000	8.2234000	7.0239000	7.1870000	7.9031667	7.5728000	7.6292667	7.5097667	7.5586000	8.2522000	7.0521600	6.7361400	6.4515000	6.9171400	8.7029800	6.8225800	7.4357000	7.1756000	7.5545667	7.2873667	6.5637667	6.5837333	6.6042333	6.9596000	7.4755000	7.5830000	7.3244667	7.6340667
G2090	8.9733667	7.7095333	8.8112500	8.6018667	8.6789333	8.8425333	8.9709500	8.6101667	8.9286667	9.3071000	8.7139000	9.0289000	8.6779000	8.7264500	9.4793667	9.8403667	8.7663667	8.7114667	4.7668333	4.9664000	8.7813667	7.5045333	8.6332000	8.8435333	9.8692667	9.0385000	9.5781000	8.9216333	8.8609500	9.0375333	9.2216333	9.3415000	9.3519000	9.1031667	9.6057000	9.0850200	9.1444200	9.1639000	9.1505800	9.7743200	9.0920200	9.9194333	10.0447000	9.8803333	9.8639000	8.6167333	8.6397667	8.6566000	8.6348000	8.5632667	8.6587000	8.5165667	8.6142667
G2091	9.0296333	8.0719667	9.4161500	9.2450333	9.4038000	9.2264333	9.4723000	9.4070667	10.0646667	9.0366333	9.3826500	9.2564000	9.3747000	8.6888500	10.1580667	10.0491333	8.4104000	8.7162000	4.9881667	3.2867333	7.5353000	5.4210667	10.0555000	9.7044333	10.2666667	9.9246000	9.5937000	9.8315000	9.9836500	10.0193000	10.0110667	10.1282000	9.8390333	9.9907333	11.1736667	10.0456000	9.9959200	10.0479400	10.1756800	9.8235600	10.2930000	8.6161667	8.6792000	8.7041667	8.7864667	9.2218667	9.2984333	9.3189667	9.3294333	9.7799667	9.8599333	9.8508667	9.7409333
G2092	9.6063000	8.1373667	9.5781500	9.6721333	9.8311000	9.7914667	9.7249000	9.7782000	8.7961000	8.7095333	9.4181500	9.4587333	9.6220500	9.1453500	9.9575667	9.8791667	9.1911667	9.2737667	3.5820000	5.6324667	7.1861667	6.3685333	10.1020000	10.0259000	10.0494333	9.9682000	9.6771000	9.9905667	9.8903500	9.8059333	9.9886667	9.8799000	10.0487667	10.1308333	10.1279333	9.8526000	9.7851400	9.8566600	10.2216000	9.5835200	10.0211600	9.8403000	9.9036000	9.9069667	10.0267000	9.6565667	9.6708000	9.6945333	9.7747667	9.5236667	9.6125000	9.4259333	9.5960333
G2093	12.4980000	10.9026667	12.1480000	11.5296667	12.2260000	12.2540000	12.2955000	11.9970000	10.5833333	10.5530000	10.2360000	10.7886667	10.2885000	10.0440000	10.7540000	11.3936667	12.6846667	12.6026667	7.7994000	5.3523333	10.5326667	10.5213333	11.7125000	12.3533333	12.8393333	12.0190000	13.1550000	10.4836667	10.3715000	11.9736667	12.6193333	12.1160000	12.1970000	12.2666667	11.5323333	11.6218000	11.8438000	12.3770000	11.6212000	13.0782000	12.3606000	12.8006667	12.8273333	12.7763333	12.7790000	11.5183333	11.5776667	11.5420000	11.9630000	10.0216000	9.8973667	10.1296667	9.8912667
G2094	9.3167000	8.5075333	10.2995000	10.2013333	9.8282333	10.0691667	10.1911500	9.8223000	10.5500000	9.6820333	10.0915000	10.1956000	10.3440000	10.0829000	10.1936667	9.9353667	9.5178000	9.5634667	5.2549333	5.7548667	8.7569333	7.5886000	10.3350000	10.0219333	9.8622667	10.2970000	9.5224000	10.9496667	10.8610000	10.4036667	10.1475000	10.2506667	10.2920000	10.2966667	11.1236667	10.5010000	10.4490000	10.3040000	10.3606000	10.2304000	10.0844600	7.7742000	7.7459333	7.9416333	7.8910333	10.2613333	10.1500000	10.2020000	10.0608667	9.4388667	9.4772667	9.3771667	9.4258000
G2095	5.5024667	6.2157000	5.0785000	5.4640667	5.3095000	5.3226333	5.2382500	5.3803667	5.0997667	5.3085000	5.7334500	5.5661000	4.9199500	5.7879500	6.6145000	6.4654333	4.4949000	3.9831333	5.5775333	5.5434667	6.9707333	9.5554333	5.7696500	6.2158667	6.0195000	5.4808000	5.9960000	4.6906000	4.1397500	5.6410333	5.7578333	5.5129333	5.6712667	5.6623333	3.8188000	4.6438800	4.6365800	4.8576800	5.0896800	5.0907400	5.1297600	4.6442000	4.6548333	4.6323333	4.9834333	5.5617667	5.3983000	5.5115000	5.3965333	5.0218000	4.9657667	5.1124667	5.0060333
G2096	10.4396667	9.1385000	9.6850000	10.5703333	12.5813333	12.3290000	9.7996500	11.9620000	9.1110667	12.0520000	10.2440000	9.9044667	10.1525000	10.0842500	10.3456667	12.5290000	10.7736667	10.6240000	4.6062333	4.5493333	9.1868667	6.6567333	10.7950000	11.4590000	12.2833333	11.5360000	11.4900000	9.5166667	9.8748500	11.4510000	11.6580000	11.8340000	11.6353333	11.5993333	10.7816667	10.4570000	10.6052000	10.9644000	10.4842000	10.9952000	11.2230000	10.6916667	10.6246667	10.6946667	10.6613333	10.5450000	10.4950000	10.5500000	11.2233333	9.9291667	10.1680000	9.6603333	9.8387000
G2097	8.7755667	8.1834667	9.5761000	9.3133333	9.5862333	9.5120000	9.5364000	9.5174667	10.1124000	10.2869333	9.8902500	9.6564667	9.4670000	9.1845000	10.6586667	10.8103333	10.6346667	10.4913333	5.9896667	4.1010333	9.5241667	7.8289333	9.5960000	10.0483333	10.6143333	9.5478000	10.5880000	9.7745000	9.8267000	9.6897667	9.6935667	9.7194333	9.7404000	9.5980000	9.3285333	10.7394000	10.7604000	10.7028000	10.5286000	10.7242000	10.2648000	8.6812667	8.6877333	8.7050667	8.7140000	9.2126333	9.2008333	9.2339000	9.4119000	9.7249667	9.8130333	9.8184333	9.7832667
G2098	6.8804667	11.2146667	7.0031000	7.0947667	5.2783333	5.4362000	8.5047500	5.8583000	4.7923333	4.7838333	4.3187500	4.0704667	4.1011000	4.7138500	4.9091667	5.1934667	6.0052000	6.4208667	5.3064667	4.4034667	7.5156333	6.8221333	7.4449000	6.0500667	5.4909667	7.4590000	5.6526000	5.1073667	4.5548000	7.5166333	7.6808333	7.4436667	6.7495000	6.9997333	7.4351333	4.6040000	4.7682800	5.3325600	4.5646400	4.8254600	5.1041200	5.9292667	5.7564000	5.9127000	5.5406667	6.7206667	7.1775667	7.2281667	6.4088667	6.0036000	6.8955667	5.4859333	6.3538667
G2099	8.6209667	8.7372333	10.0995000	9.9374333	9.6688000	9.7520667	10.3415000	9.6529000	10.2706667	9.7276667	9.8309500	9.8194000	9.8438000	9.5997000	10.1953333	10.1065667	8.6977333	8.9101333	5.9992333	5.7225000	10.1188000	9.3230667	10.9370000	9.9058000	9.9565000	10.5220000	9.2214000	10.2303333	10.2004500	10.6053333	10.3280000	10.3966667	10.4340000	10.4396667	11.1640000	10.5844000	10.3456000	10.0191000	10.5832000	9.8807800	10.0157000	7.5871667	7.7206667	7.5342333	7.6318000	9.9891000	9.9561333	9.9726667	9.8863000	9.7839667	9.8401000	9.7840667	9.7963667
G2100	6.1496667	8.6810333	8.9291000	6.6402667	8.9657667	8.4337000	10.2571500	10.1196333	9.3268667	10.6757667	9.6027000	8.8576333	7.3776500	6.4862500	7.9430000	10.5139333	10.0291667	8.5572667	8.2802667	8.3481333	9.5071000	7.7316667	10.1726000	8.8118000	6.6282333	8.7077000	12.6370000	9.6319000	6.3290000	9.4312333	10.6479000	7.3228667	11.4123667	5.6303333	8.8864333	6.9500400	7.0059200	6.4004200	10.6038600	6.5376400	6.2903000	10.6635000	12.1686667	10.9280333	8.9639667	8.5625667	7.8279667	10.3836000	7.7090333	7.8178667	7.0072333	10.1537667	8.8003000
